FID;Nama Objek;Kode Unsur;Spatial Reference Spatial Identifier;Metadata;Catatan;Kelas;Shape_Length;Shape_Area
368;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.022074567846028223;0.00002731009781077277
369;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0032365768219809847;5.029136905861626e-7
370;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.012350387552798985;0.00000448524810034408
371;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0035591743664649075;6.053596868661039e-7
372;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.07327352230534329;0.00012163445317272376
373;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;rendah;0.017971194530823645;0.000017235058753157606
374;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.015385638826188144;0.000008542093030949469
375;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0034793279531741637;5.811449661288887e-7
376;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.016235696596006724;0.000011732802270009407
377;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.009873130247914122;0.000006036834643405714
378;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.018929698069960862;0.000021316109035511967
379;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.003559174366378551;6.053596868348789e-7
380;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.005479287437070077;0.0000012964008560076321
381;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.003329096703671141;5.327167148360452e-7
382;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.005025302189391829;0.0000010784715127939351
383;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.26606918992896245;0.00057831779175321
384;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.015419507146020134;0.000006759538359712962
385;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0034539999918671814;5.699695186621456e-7
386;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.12425450535539698;0.00041330419349853536
387;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.005207680844646996;0.000001162290328975143
388;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0032815105636070435;5.103646297608704e-7
389;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.023320020303892665;0.000021370134104883472
390;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.006185353198149783;0.0000017937279825144244
391;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0062973988248669335;0.0000017769637126929278
392;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.020217730426813626;0.000020319597060095303
393;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.011210434850535144;0.000004962087455746474
394;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.005207680844646996;0.000001162290328975143
395;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.009490668745952044;0.000004302711763465347
396;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.003479329156338813;5.811453628514585e-7
397;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.003559174366471724;6.053596868695734e-7
398;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.04291742291317464;0.00009232573129747472
399;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.008199447212541493;0.0000025276098318278315
400;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.008236159576759836;0.000001933424280125633
401;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.025858126730058485;0.00002812594285983209
402;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;rendah;0.016915917986691172;0.000019747762128928234
403;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0063887492189462;0.000001357867983877868
404;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.07255099008703181;0.00012076645817199993
405;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.005275685659276001;0.0000011231752863188594
406;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.01711967537163405;0.000013418496715504795
407;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0032590399226638815;5.085019941283202e-7
408;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.017912870065840795;0.00001155771516306487
409;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;rendah;0.012451171999941835;0.000009451061925822646
410;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.3136569331187019;0.0006890501838152212
411;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.014459349005602098;0.000009091570353421747
412;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0052076808447395545;0.0000011622903289959597
413;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.03113528919540828;0.00004036724739823857
414;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;rendah;0.03063539636375105;0.000038120896856426805
415;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.013066025376277449;0.000008916479340521791
416;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.018492377587768446;0.00001569651245968319
417;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.025632922337535672;0.000020319597579064025
418;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;rendah;0.01452636600004098;0.000012509522846329633
419;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0034539999918433884;5.699695186517372e-7
420;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.007820331862250474;0.000002728776339507077
421;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.003479329156432934;5.811453628844183e-7
422;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.005126510802469253;0.0000011380760050038655
423;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.012609636729601808;0.000009248034491524114
424;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;rendah;0.0230575448484945;0.000031409786778586316
425;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;rendah;0.10522963071653545;0.00033003651448191076
426;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.008068815930041582;0.000003118068037028925
427;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.014437861085700637;0.0000105965895719434
428;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;rendah;0.0123291039999458;0.00000923127293767124
429;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.012761772529694286;0.000006906688892265379
430;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.012924506891704417;0.000006841494845351126
431;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0034793279531529896;5.811449661184804e-7
432;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.01783873811928742;0.000017395239831035387
433;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.003259041207391763;5.085023908751761e-7
434;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.015286855672110689;0.0000134967225590979
435;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;rendah;0.010864255999990746;0.000007376072303760139
436;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.003259041207360914;5.085023908665025e-7
437;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0035591756991155475;6.053600836129598e-7
438;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;rendah;0.012207031999992068;0.000009130687746047194
439;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.049828060550772324;0.000038031489279090004
440;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.556957298181082;0.001310631660713792
441;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.024616574927934818;0.00003568641596680435
442;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.003479329156384987;5.811453628653362e-7
443;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.01934084859946716;0.0000223349778262338
444;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0068950040042519735;0.0000016950066470400462
445;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.01645018884859693;0.000014498828269871037
446;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.07930036456044989;0.00012928061887156216
447;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.012659014036543025;0.000010007993331015772
448;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0034539999919382253;5.69969518684697e-7
449;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.01342272567350721;0.000008732082504195365
450;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.003559174366445316;6.053596868574303e-7
451;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.014805070366321029;0.000007979573261129524
452;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.008504778751003472;0.0000021904705581714214
453;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;rendah;0.01428222599986384;0.00001185387163137704
454;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.016523657532048718;0.000013131645094149687
455;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.03174546739779761;0.0000286325821569535
456;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.023677653364571966;0.0000295061664991309
457;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.016474145865354974;0.000018142164036002182
458;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.009277344000111043;0.000005140901146061191
459;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.024616979400892813;0.00004065409319116608
460;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.00981474748928493;0.000004393980755730237
461;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;rendah;0.022002747791595695;0.000024717299943913996
462;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.00689666485664258;0.0000012777744388351259
463;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0031372823008534835;4.5821107672217845e-7
464;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.005207680844633037;0.0000011622903289612652
465;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.04906812987690277;0.00009949504863729003
466;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.017822266000052878;0.00001984834750377851
467;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.020921769930440585;0.000022731724125060105
468;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.003259040088517081;5.085019941474023e-7
469;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.009508103700367546;0.00000488385630222265
470;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.018341002523419195;0.000013673680479949078
471;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.020405455384130657;0.000008869917112380756
472;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.04429960337230646;0.000059820713375600216
473;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.004893002480218181;0.0000010058285408280613
474;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.05789630720873841;0.00004784762717387209
475;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.010620117999906142;0.000007048250327938051
476;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.08951809065159379;0.00013419240765787465
477;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.011637918166552776;0.000006137418431256923
478;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.018115801977614837;0.00001370348069674299
479;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;rendah;0.021901519125388246;0.00002732314288243418
480;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0034179700001004676;7.301574325989244e-7
481;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.02293367101916439;0.000033207240245741984
482;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0034793279530800428;5.811449660959289e-7
483;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.1021715213294268;0.0001109186501306466
484;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.01630215754756078;0.000006414948879188547
485;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.009309675960594562;0.000003395603459351505
486;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.07199572143487516;0.00014944001727436313
487;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0033290959523519536;5.327164401891234e-7
488;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.014876489357942361;0.000010579821975699446
489;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.005057272739991032;0.0000010896473570300856
490;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.02193800669109482;0.000023992731577828058
491;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0233815256991548;0.000018017370349052295
492;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;rendah;0.021429183543981132;0.000028090552019955565
493;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.016843418806088556;0.00000929459900859078
494;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.015958772912701147;0.000013377520380230264
495;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;rendah;0.10385143876751951;0.0003139041396432908
496;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.01384075922724292;0.000010475515480053845
497;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.02018592048205558;0.000013835727764180614
498;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.04707094600077979;0.00005196779930518437
499;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.01625343062156611;0.000013859942759616793
500;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0051265121110539175;0.0000011380764017403132
501;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.003166970347796229;4.71249007238555e-7
502;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.01306210574794478;0.000008951871187264704
503;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.00939941399997224;0.000005312264049463193
504;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.01622601997740863;0.000015355644527379463
505;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;rendah;0.02792985411127113;0.00003942846845998541
506;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0031822470521263046;4.805624599297666e-7
507;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.049253042496921313;0.0000729598156634453
508;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.0090620201594698;0.000004693864204294752
509;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.004824931281627497;9.57399892788362e-7
510;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.00355917319185087;6.053592901105745e-7
511;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.02363653629474189;0.00003102980142322671
512;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.010824870007884842;0.000006046146814314735
513;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.02553294865308353;0.000024238600333047936
514;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.01793102653777133;0.00001752004035407773
515;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.007614665331566713;0.000002590939961435396
516;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.00684555091638878;0.0000016000123529581847
517;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;rendah;0.020147081780911704;0.000022912397948202027
518;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.012879617352558274;0.000005379320060656617
519;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.010541693731990008;0.00000392273000915206
520;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0034602120953412313;5.681068830486773e-7
521;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.007339027281420756;0.000002501530339333424
522;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.018479574964896734;0.000010346991761179663
523;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.003329097193938329;5.327168674519218e-7
524;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0032590412073841535;5.085023908717067e-7
525;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.014111004487775441;0.00000808015353977167
526;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.015208914913499827;0.000007605179596940616
527;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.018394269321780225;0.000015867872097903525
528;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;rendah;0.023099787819602365;0.000032786277731081345
529;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.014404296000066097;0.000005085020734735281
530;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.02853331152395367;0.000016015023210502383
531;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.003453999991867182;5.699695186621456e-7
532;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.005093561725035755;0.00000112503752516639
533;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.015006722682868893;0.000007718802413922143
534;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.0034793295472604797;5.811455154517226e-7
535;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;rendah;0.029436108083468932;0.00003882683859149125
536;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.010147921281184873;0.000005895272200561343
537;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0033290967038373982;5.327167148898216e-7
538;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;rendah;0.016490475181103935;0.000015869737815803262
539;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.009340158506265198;0.0000034868705291806477
540;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.01210643296737864;0.000004110858220069638
541;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.003662109999936547;8.344652709656625e-7
542;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.014240579728357291;0.000006573274035486016
543;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.00332909670374267;5.327167148585966e-7
544;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.009938053808225879;0.000004164875232677176
545;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.0034179680000079316;7.264313068404522e-7
546;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;sedang;0.010343367160873133;0.000004816802060997048
547;;;SRGI 2013;8d647151-e524-433a-8ce4-5de355176d8d;BPBD Provinsi Jawa Barat;tinggi;0.014073460479101931;0.000010048965912789429
